file_name,url,inference_transcript,audio_duration
STT_GR_0034_1313_3755528_to_3757800,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1313_3755528_to_3757800.wav,གཉིད་ཀི་བརྩེ་བ་དེ་མགོ་ཟེ། རྩེ་དག་པོ་ཉར་ཆོག་གི་རེད།  ,2.272
STT_GR_0034_1314_3758952_to_3760680,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1314_3758952_to_3760680.wav,རྟག་པ་རེད་ཟ་ན། དེ་མ་རྟག་པ་རེད་ཟེ།  ,1.728
STT_GR_0034_1315_3762288_to_3762896,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1315_3762288_to_3762896.wav,ཡ།  ,0.608
STT_GR_0034_1316_3763216_to_3768496,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1316_3763216_to_3768496.wav,སྒྲ་ཡི་ཚོགས་ལ་ཞེ་སྡང་མ་ྟག་བར་དུ། སྒྲ་ལ་ཞེ་སྡང་ག་རེ་ཁྱེར་རེད། སྒྲ་དེ་ག་རེ་ཁྱིར་ལེན་སོང་བ་ལ་བསམ་བློ་བཏང་ན།  ,5.28
STT_GR_0034_1317_3769296_to_3774672,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1317_3769296_to_3774672.wav,ད་དག་རང་གི་ཧ་ཀྱང་བརྩེ་བ་ཆེན་པོ་གྲོགས་པོ། ཕ་མ། གྲོགས་པོ། གྲོགས་པོ་དེ་བསམ་བཅད་ཡོད་ན།  ,5.376
STT_GR_0034_1318_3774992_to_3775664,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1318_3774992_to_3775664.wav,ྐྟ་དེ་དག་ ,0.672
STT_GR_0034_1319_3775856_to_3778800,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1319_3775856_to_3778800.wav,འཁོར་ཁྲིག་ཚོར་རང་གི་བརྩི་བ་ཡུག་ྱིག་ད་ཕར་དུ་མགོ་བཏང་ཡོང་རེད་ཟེ།  ,2.944
STT_GR_0034_1320_3779312_to_3781840,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1320_3779312_to_3781840.wav,ཁ་ཤས་ཀི་པུ་གུ་ཐམས་ཅད་ཀི་ཕ་མ་ལ་དེ་པོ་བཏང་གི་ཡོད་རེད་ཟེ།  ,2.528
STT_GR_0034_1321_3782256_to_3784432,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1321_3782256_to_3784432.wav,ཁ་ཤས་གྲོགས་པོ་གྲོགས་མོ་རྲ་དུ་སྤོ་བཏང་གི་ཡོད་རེད་ེ།  ,2.176
STT_GR_0034_1322_3785040_to_3787088,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1322_3785040_to_3787088.wav,གྲོགས་པོ་དེ་ག་ཧ་ཅང་བརྩེ་བ་ཡོང་ན།  ,2.048
STT_GR_0034_1323_3787280_to_3788432,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1323_3787280_to_3788432.wav,ཁྱེར་ཕར་ཚུ་སྤོག་བཏང་བ།  ,1.152
STT_GR_0034_1324_3788560_to_3789456,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1324_3788560_to_3789456.wav,མཚམས་སབཅད་ཀི་ཡོད་རེད་ཟེ།  ,0.896
STT_GR_0034_1325_3789968_to_3792048,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1325_3789968_to_3792048.wav,ཁ་ཤསཀི་གྲོགས་པོ་གི་གྲོགས་པོ་ལ་དོག་པ་གནང་དགོས་ཡོད་རེད།  ,2.08
STT_GR_0034_1326_3792240_to_3793264,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1326_3792240_to_3793264.wav,དེ་གཏང་ྱི་དེ་ནས།  ,1.024
STT_GR_0034_1327_3793456_to_3797392,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1327_3793456_to_3797392.wav,མདོར་ན་ཕེབས་དུས་ཚོར་ཟང་རྩེག་ཡོག་པ་ཅི། དེ་ལ་ཕར་བཟང་ྩིག་བྱེད་ཡོད་རེད།  ,3.936
STT_GR_0034_1328_3798192_to_3799600,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1328_3798192_to_3799600.wav,དེ་སོ་ལཏེད་འདི་དག་སྒོ་བརྒྱག་དགོས་རེད་ཟེ།  ,1.408
STT_GR_0034_1329_3800208_to_3800944,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1329_3800208_to_3800944.wav,ཟང་གྩིག་དེ།  ,0.736
STT_GR_0034_1330_3801232_to_3805712,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1330_3801232_to_3805712.wav,མི་ཁྲད་དེ་མ་དད། སྐྱེ་བ་ཚུན་མ་གའི་རྒྱོ་ཡེ། ཟབ་རྩད་བཞིས་པ་ལ་ངོ་བོག་གཅིག་པ་རེད་བསམ་ནས།  ,4.48
STT_GR_0034_1331_3806000_to_3813552,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1331_3806000_to_3813552.wav,ཟབ་རྟེག་དེ་བདག་པོ་བརྒྱག། ཨོ་ཁ་ཁ་ཆག་ན་ཡང་དཔེར་ན། ཨོ་ཟབ་རཏེད་དེ་དེ་ལ་སྐྱེས་པའི་ཟབ་རྟེད་དེ་ཡང་དག་གི་འདུག་ཟེ། ད་དེ་གི་ཟབ་གཏད་ཡར་ཕེབས་པ་གྲོ་གོ་རེད།  ,7.552
STT_GR_0034_1332_3814096_to_3817616,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1332_3814096_to_3817616.wav,གྲོ་བོག་ཐབ་རྒྱུད་ཀི་ཟབ་ཚིག་ཕོད་པའི་གྲོ་བོག་ཡོད་པ་དེ་ལས། ཁྱོས་དི་གྲོ་བོག་བཏག་པ་རེད།  ,3.52
STT_GR_0034_1333_3818608_to_3821040,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1333_3818608_to_3821040.wav,དགྲ་ལ་ཞེ་སྡང་ལང་ལ། སྒྲ་དེ་ད་ད་ལྟ།  ,2.432
STT_GR_0034_1334_3821136_to_3823536,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1334_3821136_to_3823536.wav,ཅི་ཨ་ྔ་མ་རང་གིས་ཧ་ཅང་སྒྲུན་ྱེད་པའ་དེ་ལཏ་བ།  ,2.4
STT_GR_0034_1335_3823792_to_3827056,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1335_3823792_to_3827056.wav,དེ་ྱུད་རིག་ལོག་པར་བརྒྱབ་ལ་ད་ད་བ་ཆགས་ཡོད་རེད་བསམན།  ,3.264
STT_GR_0034_1336_3827088_to_3831248,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1336_3827088_to_3831248.wav,དེ་རི་རྩ་དང་སེལ་དར་གུ་བྱི་ལས་ྱག། སྲེད་པ་སྲོག་གི་ལུས་ྱགས། སྡིག་སྟོང་ན་ཚེ་ལོས་ཆག།  ,4.16
STT_GR_0034_1337_3831664_to_3834704,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1337_3831664_to_3834704.wav,སྡུག་བསྔལ་ཐམས་ཅད་སྐྱེ་ཡ་ཧ་མ་ཕར་ཅིག་པ་དེ་རེད་ད།  ,3.04
STT_GR_0034_1338_3834864_to_3835888,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1338_3834864_to_3835888.wav,ཁྲབ་ཧ་ར་དངོ་ཡོད་རེད།  ,1.024
STT_GR_0034_1339_3835952_to_3836880,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1339_3835952_to_3836880.wav,དེ་ལ་ཟེར་ད་དེ་ལེགས།  ,0.928
STT_GR_0034_1340_3837872_to_3839504,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1340_3837872_to_3839504.wav,ད་སྒྲ་ལ་ཞེ་དག་མོས་པག་ཁཆབ་པ་རེད།  ,1.632
STT_GR_0034_1341_3839696_to_3840752,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1341_3839696_to_3840752.wav,དེར་དེ་ར་དེ་རེ།  ,1.056
STT_GR_0034_1342_3840816_to_3842384,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1342_3840816_to_3842384.wav,བད་གཉིད་དབྱེ་བ་མཉམ་པ་རེད་ཟ།  ,1.568
STT_GR_0034_1343_3842640_to_3844400,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1343_3842640_to_3844400.wav,མདོ་ནས་ག་རེ་ཡེད། ཚོག་པར་བརྩི་ཨ་དགོས་རེད།  ,1.76
STT_GR_0034_1344_3844560_to_3845104,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1344_3844560_to_3845104.wav,འོ།  ,0.544
STT_GR_0034_1345_3845808_to_3850064,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1345_3845808_to_3850064.wav,རྟགས་གཉིད་ལ་ཇ་དང་གཅིག་ལ་ཕྱག་གཅིག་ལ་གདང་ན། དེ་ནས་སེབ་བདེ་གྲིག་ཀི་བོ་དེ་བསྒྲབ་ཚར་རེད་ཟེ།  ,4.256
STT_GR_0034_1346_3851152_to_3852912,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1346_3851152_to_3852912.wav,སྒྲབ་ད་ག་རེའ་འགྲམ་དགོས་དགོས་རེད།  ,1.76
STT_GR_0034_1347_3853700_to_3858400,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1347_3853700_to_3858400.wav,ཁྱུ་སྒྲབ་སོང་བའི། དུ་འོང་ལོག་པར་མཐོང་དགི་རེད་དེ། སྒྲབ་བཞི་པ་དེ་ལ།  ,4.7
STT_GR_0034_1348_3859824_to_3865264,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1348_3859824_to_3865264.wav,རདུངརང་གི་འབོད་དཀག་ཚ་དེ་ལ། ཡོང་དེ་གཉིས་ག་ཚེ་ཡོང་ལ། ཡོང་དིས་རྩ་བ་ཉི་ནས་མཐོང་ཡོད་མ་རེད། ྐྱུ་ངོ་མཐོང་དགོས་རེདཟེ།  ,5.44
STT_GR_0034_1349_3866832_to_3868336,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1349_3866832_to_3868336.wav,དེའི་ཟས་ཚད་དེ་མ་གི་ ,1.504
STT_GR_0034_1350_3868368_to_3870415,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1350_3868368_to_3870415.wav,དེ་ཏིས་ི་ཚལ་དེ་ཀཅུང་ང། ཀཅུང་ངོ་དོང་འགོར་རེད་ཟེ།  ,2.047
STT_GR_0034_1351_3871248_to_3874448,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1351_3871248_to_3874448.wav,རང་གི་འདུག་ྱག་བྱད་ས། རང་གི་འདུག རང་གི་དགའ་ས་འདུག་ལ།  ,3.2
STT_GR_0034_1352_3874511_to_3877040,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1352_3874511_to_3877040.wav,ཨོ་ཀྲུང་ང་གཅིག་ད་མཚོང་དགོས་མ་རེད་དེ། ཡོང་རྩིས་ཚོག་དགོས་རེད་ཟེ།  ,2.529
STT_GR_0034_1353_3877200_to_3880912,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1353_3877200_to_3880912.wav,སྐད་ཆ་བཤད་རྒྱུ་རེད། དེ་འདུབ། ཤི་ཨོ་ད་དེ་དཔེ་ཡག་པོ་ར་ཡིན་ད་བཤད་ཡོང་གི་ཡོད་རེདཟེ།  ,3.712
STT_GR_0034_1354_3882256_to_3885808,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1354_3882256_to_3885808.wav,དངོས་གནས་དྲིང་ལ་དེ། གླང་དོར་བརྒྱུད་པ་ད་དམ་ང་པ་ལགས་ཀིས་མདོ་ལ་སེམས་དེ།  ,3.552
STT_GR_0034_1355_3885968_to_3888496,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1355_3885968_to_3888496.wav,ཁྲག་པའི་གཅིག་འྒྲེབ། བདག་མི་གཅིག་འགྲེབ་ཐང་མ་ དེ་ནས་ྱོགས་ཡི་བསྡད་ནང་།  ,2.528
STT_GR_0034_1356_3888848_to_3890864,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1356_3888848_to_3890864.wav,འོ་མ་གཅིག་ལུ། ཁྲག་གཅིག་ལུག་དེ་འདྲས་དེ།  ,2.016
STT_GR_0034_1357_3891312_to_3893616,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1357_3891312_to_3893616.wav,ངཀ་ཡང་འབན་ཡིན་པ་ཆགས་ཀ་ཡོད་རེད། དཔེ་དེ་བཏབ་ར་དེ་ལེ།  ,2.304
STT_GR_0034_1358_3893839_to_3897264,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1358_3893839_to_3897264.wav,མདོ་ལ་ྱེ་ཞབས་མེད་པ། རླག་དོར་གྱུར་པའི་ཤེས་རབ་མེད་པ་ཆགས་འགྲོ་གི་རེད་ཟེ།  ,3.425
STT_GR_0034_1359_3897808_to_3898703,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1359_3897808_to_3898703.wav,ཞབས་ག་རེ་རེད།  ,0.895
STT_GR_0034_1360_3899824_to_3902160,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1360_3899824_to_3902160.wav,ཆགས་པ་དེ་བཅུག་ཡིན་པ། གདམ་ལ་དེ་བཅུག་ཡིན་པ།  ,2.336
STT_GR_0034_1361_3903100_to_3905600,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1361_3903100_to_3905600.wav,ཆགས་སྡང་གཉིས་པ་བཅུག་དགོས་ཡིན་པ། རེད་ར།  ,2.5
STT_GR_0034_1362_3906700_to_3912100,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1362_3906700_to_3912100.wav,དེ་ཡར་པོ་ལ། དེ་ནས་ད་ཞབས་དེ་རེད་ཅིག ཨོ།  ,5.4
STT_GR_0034_1363_3912656_to_3913360,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1363_3912656_to_3913360.wav,དགྲ་ལ།  ,0.704
STT_GR_0034_1364_3913680_to_3919056,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1364_3913680_to_3919056.wav,གདང་འོང་རྒྱུ་ཞེ་དྲག་ཡོད་མ་རེད་ཟེ། སྒྲ་ཅི་གང་པར་གྲོགས་བྱེས་ཡོད་རེད་དེ། གཉིས་ལ་ཆགས་ཡོད་མ་རེད། གཉིས་དེ་ཐབ་དེ།  ,5.376
STT_GR_0034_1365_3919088_to_3920784,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1365_3919088_to_3920784.wav,སྔོན་མ་ལེན་ཆག་གི་བདག་པོ་རེད་ཟེ།  ,1.696
STT_GR_0034_1366_3921520_to_3923056,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1366_3921520_to_3923056.wav,དེ་ལ་མཁོན་གྱི་ཚི་དེ་ད་ལེས།  ,1.536
STT_GR_0034_1367_3923440_to_3924624,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1367_3923440_to_3924624.wav,ཨེ། ཨ།  ,1.184
STT_GR_0034_1368_3925328_to_3928400,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1368_3925328_to_3928400.wav,འདི་ཨ་ཁི་སྟོམ་པ་ཞུ་ཡོད་རེད། གུ་ཅི་དེ་ཁ་ ,3.072
STT_GR_0034_1369_3928784_to_3930992,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1369_3928784_to_3930992.wav,ཨེ། མི་གཅིག་དཔ་ཚག་གཅིག་ནང་ལ་ཚོར་ནས།  ,2.208
STT_GR_0034_1370_3931536_to_3932432,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1370_3931536_to_3932432.wav,དེ་འདྲས་ཅིག་རང་གི་ ,0.896
STT_GR_0034_1371_3932912_to_3933616,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1371_3932912_to_3933616.wav,ཕར།  ,0.704
STT_GR_0034_1372_3934320_to_3935856,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1372_3934320_to_3935856.wav,ཕར་གཅིག་གིས་ད་ང་བོ་དེ།  ,1.536
STT_GR_0034_1373_3936080_to_3939440,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1373_3936080_to_3939440.wav,འགྲུག་ཁོག་རྟོག་འགྲོ་བསམ་དས་ད་ཕར་དེ་གཡར་གི་རྗེས་བ་ལངས་སོང་།  ,3.36
STT_GR_0034_1374_3940176_to_3944336,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1374_3940176_to_3944336.wav,ཤ་དེ་ཡོ། ད་ང་གི་བོ་དེ་ཡག་པོ་ཆགས་དགོས་ཟམ་དུས། ཕར་དེ་གཡག་གི་ཅི་ྱེ་བ་ལངས་སོང་ཟེ།  ,4.16
STT_GR_0034_1375_3945500_to_3956100,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1375_3945500_to_3956100.wav,མག་དེ་གིས་ད་ཕལ་ཆེར་རྒྱུ་ནོར་དེ་བརླག་འགྲོ། དེ་རྟག་པར་ཟོག་ཙི་བྱས། ཟོག་བདག་པར་བརྒྱབ་ྡེ་དེ་རིས། མག་དེ་དེ་རིས། ཨ སཟོག་གི་སྐྱེད་བ་ལབ་སོང་ཟེར།  ,10.6
STT_GR_0034_1376_3956500_to_3966200,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1376_3956500_to_3966200.wav,ཨ། མ་དེ་ྱབ་སྱི་བ་ལངས་སོང་རེད་ལ། ྱབ་སྐྱི་བ་བླངས། དེ་ལས་མ་དེ་བུ་གུ་རྒྱི་མདོ་ལ་བདག་པོ་རྒྱག་གི་ཡོད་རེད། དེ་རིང་གོ་གིས་ ,9.7
STT_GR_0034_1377_3966500_to_3995200,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1377_3966500_to_3995200.wav,ཁོ་ལ་སྒྲ་གཅིག་ཡོད་རེད། བུ་རམོ་ཆེན་པོ་ཁོ་ཚོ་སྒྲ་གཅིག་ཡོད་རེད། སྒྲ་དེ་གི་ད་ཁོ་ང་ངས་ཁོ་ག་བུ་རིན་པོ་ཆེ་སྤྲད་དགོས། ཁོས་སྤྲད་མ་སོང་ཟེ་ཤ་སོང་དུས། དེ་ཨད་ཁོ་རང་གི་པུ་གུ་ལ་། པུ་གུ་ལ་སྐྱེ་བ་ླངས་སོང་རེད་། དེ་ནས་ད་རིང་བུ་ལོང་བདག་པོ་སྒྲ་དེ་སྤང་ན་སོང་། དེ་ནས་ཕར་གཡག་དེ་ཕ་ཡིན་ན་མ་ཤས། ཕར་གཡག་དེ་ཚེ་བཤད། ཤག་ཟ། དེ་ནས་བ་གིཡི་ཆེ་སྐྱེ་བ་ལངས་བདརེད། མརི་དེ། དེ་ཆཆརར་ཁོ་མར་གཡོག་དེད་བྱས་རེད་འདུག ཧུ་ད།  ,28.7
STT_GR_0034_1378_3995724_to_3996940,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1378_3995724_to_3996940.wav,ཕ་ཤག་ཟ་བྱས།  ,1.216
STT_GR_0034_1379_3997164_to_3997804,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1379_3997164_to_3997804.wav,མར་ལ་ ,0.64
STT_GR_0034_1380_3997868_to_3998412,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1380_3997868_to_3998412.wav,དཡ།  ,0.544
STT_GR_0034_1381_3998444_to_4001324,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1381_3998444_to_4001324.wav,གདམ་ཉག་འདྲ་པོ། པར་མའི་ལང། ཁོ་བ་དེ་ད་ཞི་པརར།  ,2.88
STT_GR_0034_1382_4001516_to_4003852,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1382_4001516_to_4003852.wav,དེཡི་འདྲ་བོ་རྒྱུ་སྐྲད་འཁོར་ྱས། དེ་ལོང་འཁོར་བོ་རེད།  ,2.336
STT_GR_0034_1383_4003980_to_4004812,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1383_4003980_to_4004812.wav,དེ་རེད་བ་སྔོག་དེ།  ,0.832
STT_GR_0034_1384_4005068_to_4006828,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1384_4005068_to_4006828.wav,ད་སྐྲ་གཉིས་ཉིས་སྤང་པའི་བ་རེད་ཟེ།  ,1.76
STT_GR_0034_1385_4006988_to_4008076,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1385_4006988_to_4008076.wav,ལེར་ཟེར་དྲ་འཁོར་ན།  ,1.088
STT_GR_0034_1386_4008268_to_4008972,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1386_4008268_to_4008972.wav,ད་ག་རེ་རེད།  ,0.704
STT_GR_0034_1387_4009388_to_4009900,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1387_4009388_to_4009900.wav,ཨོ།  ,0.512
STT_GR_0034_1388_4010124_to_4011884,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1388_4010124_to_4011884.wav,མདོ་ལ་ཐམས་ཅད་གཟབ་གཅིག་དགོས་གི་རེད་ཅིག ,1.76
STT_GR_0034_1389_4011916_to_4012556,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1389_4011916_to_4012556.wav,ད་ཟང་ཏད།  ,0.64
STT_GR_0034_1390_4012652_to_4013260,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1390_4012652_to_4013260.wav,ཨུམ།  ,0.608
STT_GR_0034_1391_4014348_to_4016460,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1391_4014348_to_4016460.wav,དེ་ལ་རདེ་ལ་དེ་རིང་མཉམ་པོ་ཆགས་དགོས་རེད།  ,2.112
STT_GR_0034_1392_4016684_to_4021388,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1392_4016684_to_4021388.wav,སྒྲ་ལ་གཏང་བ་ཞི་ལ། སྒྲ་ལ་གཏང་བ་མའི་བར་སོ་རྒྱོ་ལ། ཉིན་ལ་ཞས་པ་མེི་བར་སོ་རྒྱ་ལོག་གསོ།  ,4.704
STT_GR_0034_1393_4022220_to_4023436,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1393_4022220_to_4023436.wav,ཚང་མ་དེ་ནས།  ,1.216
STT_GR_0034_1394_4023468_to_4024332,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1394_4023468_to_4024332.wav,བོད་པ་ྱོག་ལར།  ,0.864
STT_GR_0034_1395_4024460_to_4025836,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1395_4024460_to_4025836.wav,ཕ་མ་མ་ྱ་ཡ་གཅིག་ྱང་མེད།  ,1.376
STT_GR_0034_1396_4026860_to_4031436,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1396_4026860_to_4031436.wav,དེ་ལ་རྩེ་ངི་དེ་རེད། ཕ་ཡུལ་སྤང་གོ་སོང་། དེ་རེང་ངུས་གཞི། རྒྱལ་བ་ཐབས་ཅད་ཕ་ཡུལ་སྤང་གི་ཡོད་རེད་དེ།  ,4.576
STT_GR_0034_1397_4032204_to_4037388,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1397_4032204_to_4037388.wav,ད་དངོས་གནས་བྱེར་ན་བལ་ཡོལ་སྤག་ནི་ནང་བའི་ཡུལ་མི་མོང་བ་སྤར་དེ། སོ་ཐར་གི་བག་ཡོར་བར་གོར་ད།  ,5.184
STT_GR_0034_1398_4037612_to_4038828,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1398_4037612_to_4038828.wav,སོག་ཐར་གི་ས་བཙོགས་ཡོ་རེད།  ,1.216
STT_GR_0034_1399_4039116_to_4040588,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1399_4039116_to_4040588.wav,ལུས་ངག་གི་རྩ་བ་གཙོ་བོ་རེད་ཟེ།  ,1.472
STT_GR_0034_1400_4041100_to_4043532,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1400_4041100_to_4043532.wav,ཨོ་ད་ག་དེ་ལ་མ་ཚོང་པ་དེ་ཡ་པེ་ ད་ག་ཟེ།  ,2.432
STT_GR_0034_1401_4043628_to_4046316,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1401_4043628_to_4046316.wav,ཡར་གི་ྲབ་དོས་སྤང་དགོས་འདུག དེ་སོ་སོ་དར་པ་སུ།  ,2.688
STT_GR_0034_1402_4047116_to_4050380,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1402_4047116_to_4050380.wav,ཟང་གཅིག་གི་ནང་ཡུལ་མ་ྤར་སྤང་དགོས་རེད། ཡུལ་མ་པ་མ་སྤང་ལ།  ,3.264
STT_GR_0034_1403_4050732_to_4057004,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1403_4050732_to_4057004.wav,ཕ་ཡུལ་ྱི་དྭགས་ལ་ཕ་ཡུལ་ཚོ་ལ། ཡང་ཡང་ཕྱག་སྡ་འཁཆག་གི་རེད། ཡང་གྲོགས་པོ་ཅིག་ཆགས་ཀི་རེད། ཡང་དགྲ་ཅིག་ཆགས་ཀི་རེད། ག་བ་སོམ་ང།  ,6.272
STT_GR_0034_1404_4057388_to_4061004,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1404_4057388_to_4061004.wav,དེ་རིང་མི་གཅིག་མི་ས་ཡོད་མ་རེད། གྲོད་ཁོག་དེ། ཡ་ྱི་ཡང་ཡི་ཆགས་ཡོད་གོ་རེད་ཟེ།  ,3.616
STT_GR_0034_1405_4061612_to_4064972,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1405_4061612_to_4064972.wav,དེ་བ་ཡོ་སྤང་བྱ་གཙོ་གོད་མ་རེད། དེ་ད་ཕག་ཡ་སྤང་དགོས་རད། ཁག་པོ་ཡོད་རེད་དེ།  ,3.36
STT_GR_0034_1406_4065164_to_4067564,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1406_4065164_to_4067564.wav,ནང་ཡུད་ད་མི་དགོས་པ་དེ། ཕྱག་སྡག་དེ་སྤང་སོང་ན།  ,2.4
STT_GR_0034_1407_4069164_to_4073868,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0034_1407_4069164_to_4073868.wav,ཐམས་ཅད་བ་མ་ཡོན་པ་ཅིག་གོ་ཙུདེ་ནས་ནང་ཕྱག་སྡང་སྤང་ཙང་ན་དེ་ནས་ཕ་ཡིལ་སྦག་སྤང་ལ་ཡང་།  ,4.704
